,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
1532,Varicose veins,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
1533,Varicose veins,fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
1534,Varicose veins,fatigue,cramps,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
1535,Varicose veins,fatigue,cramps,bruising,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf
1536,Varicose veins,fatigue,cramps,bruising,obesity,swollen_blood_vessels,prominent_veins_on_calf
1537,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf
1538,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels
1539,Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf
1540,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
1541,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
1542,Hypothyroidism,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes
1543,Hypothyroidism,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes
1544,Hypothyroidism,fatigue,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes
1545,Hypothyroidism,fatigue,weight_gain,mood_swings,lethargy,dizziness,puffy_face_and_eyes
1546,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,lethargy,dizziness,puffy_face_and_eyes
1547,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,dizziness,puffy_face_and_eyes
1548,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,puffy_face_and_eyes
1549,Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness
1550,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
1551,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
1552,Hyperthyroidism,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate
1553,Hyperthyroidism,fatigue,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate
1554,Hyperthyroidism,fatigue,mood_swings,restlessness,sweating,diarrhoea,fast_heart_rate
1555,Hyperthyroidism,fatigue,mood_swings,weight_loss,sweating,diarrhoea,fast_heart_rate
1556,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,diarrhoea,fast_heart_rate
1557,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,fast_heart_rate
1558,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
1559,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
1560,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1561,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1562,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1563,Hypoglycemia,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision
1564,Hypoglycemia,vomiting,anxiety,sweating,headache,nausea,blurred_and_distorted_vision
1565,Hypoglycemia,vomiting,fatigue,sweating,headache,nausea,blurred_and_distorted_vision
1566,Hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision
1567,Hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision
1568,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurred_and_distorted_vision
1569,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
1570,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
1571,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
1572,Osteoarthristis,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,
1573,Osteoarthristis,joint_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,
1574,Osteoarthristis,joint_pain,neck_pain,hip_joint_pain,swelling_joints,painful_walking,
1575,Osteoarthristis,joint_pain,neck_pain,knee_pain,swelling_joints,painful_walking,
1576,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,painful_walking,
1577,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,
1578,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
1579,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
1580,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
1581,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
1582,Arthritis,stiff_neck,swelling_joints,movement_stiffness,painful_walking,,
1583,Arthritis,muscle_weakness,swelling_joints,movement_stiffness,painful_walking,,
1584,Arthritis,muscle_weakness,stiff_neck,movement_stiffness,painful_walking,,
1585,Arthritis,muscle_weakness,stiff_neck,swelling_joints,painful_walking,,
1586,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
1587,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,,
1588,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
1589,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
1590,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
1591,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
1592,(vertigo) Paroymsal  Positional Vertigo,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,
1593,(vertigo) Paroymsal  Positional Vertigo,vomiting,nausea,spinning_movements,loss_of_balance,unsteadiness,
1594,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,spinning_movements,loss_of_balance,unsteadiness,
1595,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss_of_balance,unsteadiness,
1596,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,unsteadiness,
1597,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,
1598,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
1599,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss_of_balance,unsteadiness,
1600,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
1601,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
1602,Acne,pus_filled_pimples,blackheads,scurring,,,
1603,Acne,skin_rash,blackheads,scurring,,,
1604,Acne,skin_rash,pus_filled_pimples,scurring,,,
1605,Acne,skin_rash,pus_filled_pimples,blackheads,,,
1606,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
1607,Acne,skin_rash,pus_filled_pimples,blackheads,,,
1608,Acne,skin_rash,pus_filled_pimples,scurring,,,
1609,Acne,skin_rash,blackheads,scurring,,,
1610,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
1611,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
1612,Urinary tract infection,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,,
1613,Urinary tract infection,burning_micturition,foul_smell_of_urine,continuous_feel_of_urine,,,
1614,Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,,,
1615,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,,,
1616,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
1617,Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,,,
1618,Urinary tract infection,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,,
1619,Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,,,
1620,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
1621,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
1622,Psoriasis,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,
1623,Psoriasis,skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,
1624,Psoriasis,skin_rash,joint_pain,silver_like_dusting,small_dents_in_nails,inflammatory_nails,
1625,Psoriasis,skin_rash,joint_pain,skin_peeling,small_dents_in_nails,inflammatory_nails,
1626,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,inflammatory_nails,
1627,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,
1628,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
1629,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
1630,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
1631,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
1632,Impetigo,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,,
1633,Impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,,
1634,Impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,,
1635,Impetigo,skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze,,
1636,Impetigo,skin_rash,high_fever,blister,yellow_crust_ooze,,
1637,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,,
1638,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
1639,Impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,,
1640,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
1641,Fungal infection,skin_rash,nodal_skin_eruptions,dischromic_patches,,,
1642,Fungal infection,itching,nodal_skin_eruptions,dischromic_patches,,,
1643,Fungal infection,itching,skin_rash,dischromic_patches,,,
1644,Fungal infection,itching,skin_rash,nodal_skin_eruptions,,,
1645,Fungal infection,skin_rash,nodal_skin_eruptions,dischromic_patches,,,
1646,Fungal infection,itching,nodal_skin_eruptions,dischromic_patches,,,
1647,Fungal infection,itching,skin_rash,dischromic_patches,,,
1648,Fungal infection,itching,skin_rash,nodal_skin_eruptions,,,
1649,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
1650,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
1651,Allergy,shivering,chills,watering_from_eyes,,,
1652,Allergy,continuous_sneezing,chills,watering_from_eyes,,,
1653,Allergy,continuous_sneezing,shivering,watering_from_eyes,,,
1654,Allergy,continuous_sneezing,shivering,chills,,,
1655,Allergy,shivering,chills,watering_from_eyes,,,
1656,Allergy,continuous_sneezing,chills,watering_from_eyes,,,
1657,Allergy,continuous_sneezing,shivering,watering_from_eyes,,,
1658,Allergy,continuous_sneezing,shivering,chills,,,
1659,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
1660,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
1661,GERD,stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain,
1662,GERD,stomach_pain,acidity,vomiting,cough,chest_pain,
1663,GERD,stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain,
1664,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,chest_pain,
1665,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,
1666,GERD,acidity,ulcers_on_tongue,vomiting,cough,chest_pain,
1667,GERD,stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain,
1668,GERD,stomach_pain,acidity,vomiting,cough,chest_pain,
1669,GERD,stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain,
1670,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
1671,Chronic cholestasis,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
1672,Chronic cholestasis,itching,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
1673,Chronic cholestasis,itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
1674,Chronic cholestasis,itching,vomiting,yellowish_skin,loss_of_appetite,abdominal_pain,yellowing_of_eyes
1675,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes
1676,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes
1677,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
1678,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
1679,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
1680,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
1681,Drug Reaction,itching,stomach_pain,burning_micturition,spotting_urination,,
1682,Drug Reaction,itching,skin_rash,burning_micturition,spotting_urination,,
1683,Drug Reaction,itching,skin_rash,stomach_pain,spotting_urination,,
1684,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,,
1685,Drug Reaction,skin_rash,stomach_pain,burning_micturition,spotting_urination,,
1686,Drug Reaction,itching,stomach_pain,burning_micturition,spotting_urination,,
1687,Drug Reaction,itching,skin_rash,burning_micturition,spotting_urination,,
1688,Drug Reaction,itching,skin_rash,stomach_pain,spotting_urination,,
1689,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,,
1690,Peptic ulcer diseae,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,
1691,Peptic ulcer diseae,vomiting,indigestion,abdominal_pain,passage_of_gases,internal_itching,
1692,Peptic ulcer diseae,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,
1693,Peptic ulcer diseae,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,
1694,Peptic ulcer diseae,vomiting,indigestion,abdominal_pain,passage_of_gases,internal_itching,
1695,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,passage_of_gases,internal_itching,
1696,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,internal_itching,
1697,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,
1698,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
1699,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
1700,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
1701,AIDS,patches_in_throat,high_fever,extra_marital_contacts,,,
1702,AIDS,muscle_wasting,high_fever,extra_marital_contacts,,,
1703,AIDS,muscle_wasting,patches_in_throat,extra_marital_contacts,,,
1704,AIDS,muscle_wasting,patches_in_throat,high_fever,,,
1705,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
1706,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
1707,AIDS,patches_in_throat,high_fever,extra_marital_contacts,,,
1708,AIDS,muscle_wasting,high_fever,extra_marital_contacts,,,
1709,AIDS,muscle_wasting,patches_in_throat,high_fever,,,
1710,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
1711,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
1712,Diabetes ,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity
1713,Diabetes ,fatigue,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity
1714,Diabetes ,fatigue,weight_loss,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity
1715,Diabetes ,fatigue,weight_loss,restlessness,irregular_sugar_level,blurred_and_distorted_vision,obesity
1716,Diabetes ,fatigue,weight_loss,restlessness,lethargy,blurred_and_distorted_vision,obesity
1717,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,obesity
1718,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
1719,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
1720,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
1721,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
1722,Gastroenteritis,sunken_eyes,dehydration,diarrhoea,,,
1723,Gastroenteritis,vomiting,dehydration,diarrhoea,,,
1724,Gastroenteritis,vomiting,sunken_eyes,diarrhoea,,,
1725,Gastroenteritis,vomiting,sunken_eyes,dehydration,,,
1726,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
1727,Gastroenteritis,sunken_eyes,dehydration,diarrhoea,,,
1728,Gastroenteritis,vomiting,dehydration,diarrhoea,,,
1729,Gastroenteritis,vomiting,sunken_eyes,diarrhoea,,,
1730,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
1731,Bronchial Asthma,cough,high_fever,breathlessness,family_history,mucoid_sputum,
1732,Bronchial Asthma,fatigue,high_fever,breathlessness,family_history,mucoid_sputum,
1733,Bronchial Asthma,fatigue,cough,breathlessness,family_history,mucoid_sputum,
1734,Bronchial Asthma,fatigue,cough,high_fever,family_history,mucoid_sputum,
1735,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,mucoid_sputum,
1736,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,
1737,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
1738,Bronchial Asthma,cough,high_fever,breathlessness,family_history,mucoid_sputum,
1739,Bronchial Asthma,fatigue,high_fever,breathlessness,family_history,mucoid_sputum,
1740,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
1741,Hypertension ,chest_pain,dizziness,loss_of_balance,lack_of_concentration,,
1742,Hypertension ,headache,dizziness,loss_of_balance,lack_of_concentration,,
1743,Hypertension ,headache,chest_pain,loss_of_balance,lack_of_concentration,,
1744,Hypertension ,headache,chest_pain,dizziness,lack_of_concentration,,
1745,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,,
1746,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
1747,Hypertension ,chest_pain,dizziness,loss_of_balance,lack_of_concentration,,
1748,Hypertension ,headache,dizziness,loss_of_balance,lack_of_concentration,,
1749,Hypertension ,headache,chest_pain,loss_of_balance,lack_of_concentration,,
